day_crash,hour_crash,road_type,road_condition,weather_condition,visibility,type_vehicle,gender,age,outcome
1,Night,Soil,Wet or Damaged,Clear,1,bus,female,50.046299834172935,1
1,Dawn,Asphalt,Dry,Unclear,1,motorcycle,male,24.593292699105742,0
5,Night,Asphalt,Wet or Damaged,Unclear,1,truck,male,41.44324511404316,1
4,Night,Asphalt,Dry,Clear,1,motorcycle,male,23.5158280407923,0
6,Dawn,Asphalt,Dry,Clear,1,motorcycle,female,25.65737327859933,0
7,Day,Asphalt,Dry,Unclear,1,car,female,28.766137820526986,0
4,Day,Asphalt,Dry,Clear,3,bus,male,45.62767192637909,0
7,Day,Asphalt,Dry,Clear,1,car,female,26.083233284458082,0
2,Day,Asphalt,Wet or Damaged,Clear,3,car,male,30.505238775552506,0
5,Day,Asphalt,Dry,Unclear,1,car,male,18.442975985414872,0
4,Day,Asphalt,Dry,Clear,2,car,female,44.30927177426047,0
6,Day,Asphalt,Dry,Clear,3,bus,male,42.03997291310478,0
1,Day,Soil,Dry,Unclear,1,truck,female,29.806066820379733,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,car,female,18.0,0
5,Day,Asphalt,Wet or Damaged,Clear,2,truck,male,35.49366246514757,0
3,Day,Asphalt,Dry,Clear,1,car,male,23.769716383344747,0
3,Day,Asphalt,Dry,Clear,1,car,male,37.28350734790543,0
4,Day,Asphalt,Dry,Clear,1,car,female,43.02656672362379,0
7,Night,Asphalt,Wet or Damaged,Clear,1,car,male,38.18517987319821,0
7,Day,Asphalt,Dry,Clear,3,car,male,26.701664056679718,0
7,Night,Soil,Wet or Damaged,Clear,1,car,female,34.05293710245753,0
4,Night,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,34.297645131481616,1
2,Day,Asphalt,Dry,Clear,1,motorcycle,female,38.91225391499124,0
4,Day,Asphalt,Dry,Unclear,2,truck,male,43.09117816854977,0
6,Night,Asphalt,Dry,Clear,1,car,male,33.95543011900661,0
4,Night,Asphalt,Wet or Damaged,Clear,4,car,male,18.0,1
1,Night,Asphalt,Dry,Clear,1,bus,female,32.43694850514063,0
6,Dawn,Asphalt,Dry,Clear,1,motorcycle,male,49.1851849359834,0
2,Day,Soil,Dry,Clear,1,bus,male,18.06978930494995,0
4,Day,Asphalt,Dry,Clear,2,car,female,28.439957339128405,0
1,Day,Asphalt,Dry,Unclear,3,car,male,38.82688750144624,0
5,Dawn,Soil,Dry,Unclear,1,motorcycle,male,41.60434927078285,0
4,Day,Asphalt,Dry,Clear,1,car,male,24.108254842521717,0
2,Dawn,Asphalt,Dry,Clear,3,car,male,27.260955345556777,0
4,Night,Asphalt,Dry,Clear,2,truck,male,18.0,0
3,Day,Asphalt,Dry,Clear,1,motorcycle,male,54.624552001311244,0
1,Day,Asphalt,Dry,Clear,3,car,male,23.367658279432536,0
3,Night,Asphalt,Dry,Unclear,3,motorcycle,female,26.5121004367017,1
1,Night,Soil,Dry,Clear,2,car,male,25.410046063900545,0
4,Night,Asphalt,Dry,Unclear,1,car,male,29.602709237715427,0
7,Day,Soil,Dry,Clear,3,car,female,36.66933584624117,0
4,Day,Soil,Dry,Unclear,1,bus,male,31.020512645469747,0
4,Night,Soil,Dry,Clear,3,motorcycle,male,25.06708855158464,1
4,Day,Soil,Dry,Clear,2,bus,male,47.13550525649548,0
6,Day,Asphalt,Wet or Damaged,Clear,3,car,male,18.0,0
7,Day,Asphalt,Dry,Clear,1,truck,male,28.758517780464487,0
2,Day,Soil,Dry,Clear,3,car,male,18.0,0
1,Night,Asphalt,Dry,Clear,1,motorcycle,female,42.58576922049546,0
1,Day,Asphalt,Wet or Damaged,Clear,3,bus,male,41.28913832462932,1
4,Day,Asphalt,Dry,Clear,3,motorcycle,female,34.46774547088914,0
4,Day,Asphalt,Dry,Clear,1,car,female,23.59347425870899,0
4,Dawn,Asphalt,Dry,Unclear,1,car,female,24.300937597712423,0
1,Day,Soil,Dry,Unclear,2,car,male,18.0,0
3,Day,Asphalt,Dry,Clear,2,truck,male,43.6844244068367,0
5,Dawn,Asphalt,Dry,Clear,1,car,male,30.839129105658486,0
2,Night,Asphalt,Dry,Clear,1,car,male,31.531932103341177,0
5,Day,Asphalt,Dry,Clear,1,bus,male,28.163460192153032,0
2,Day,Asphalt,Dry,Clear,1,bus,male,57.19834636864091,0
1,Day,Asphalt,Wet or Damaged,Clear,1,car,male,39.816410071066876,0
2,Day,Asphalt,Dry,Unclear,1,car,male,18.0,0
7,Night,Asphalt,Dry,Clear,1,bus,male,55.468787949022534,0
5,Night,Asphalt,Dry,Clear,1,car,male,18.0,0
1,Night,Soil,Dry,Clear,1,truck,male,39.29754703468574,0
4,Night,Asphalt,Dry,Clear,1,bus,female,59.4801043052729,0
4,Dawn,Soil,Dry,Clear,4,car,female,18.0,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,female,26.785492025624976,0
3,Day,Asphalt,Wet or Damaged,Clear,1,car,male,20.358349422681727,0
7,Day,Soil,Dry,Clear,4,motorcycle,male,18.0,0
2,Day,Soil,Dry,Unclear,2,car,female,18.647818936927,0
5,Day,Asphalt,Dry,Clear,1,car,male,45.28049978017435,0
7,Day,Asphalt,Dry,Clear,1,truck,male,20.315151615252134,0
4,Day,Asphalt,Dry,Unclear,3,truck,female,41.212343326373166,0
4,Night,Soil,Dry,Clear,4,truck,male,22.815160431397132,0
6,Dawn,Asphalt,Dry,Clear,3,truck,male,36.18743319372832,0
6,Day,Asphalt,Dry,Clear,1,car,female,37.56060265233169,0
5,Day,Asphalt,Dry,Clear,2,bus,male,32.04948340933187,0
1,Night,Asphalt,Dry,Clear,1,truck,male,51.80727273605312,0
3,Day,Asphalt,Dry,Clear,1,car,male,18.67602535295972,0
7,Day,Asphalt,Dry,Clear,1,bus,male,49.72934250937535,0
2,Dawn,Asphalt,Dry,Clear,3,car,female,49.83068371878874,0
7,Day,Asphalt,Dry,Clear,2,car,male,36.15898801630495,0
6,Dawn,Asphalt,Dry,Clear,1,car,female,48.70347792642948,0
6,Day,Asphalt,Dry,Clear,3,car,female,35.20119532905214,0
6,Night,Asphalt,Wet or Damaged,Clear,2,car,male,41.92033060679067,0
4,Day,Asphalt,Dry,Clear,2,car,female,31.593915311825725,0
4,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,female,29.56181493986848,0
2,Day,Soil,Dry,Clear,1,car,male,43.72543514916926,0
3,Night,Asphalt,Dry,Clear,1,motorcycle,female,23.466610663171828,0
6,Dawn,Asphalt,Dry,Unclear,1,motorcycle,female,41.12302343451301,0
4,Night,Asphalt,Dry,Unclear,3,car,female,46.38730461856835,1
4,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,44.59153478962317,0
7,Dawn,Asphalt,Dry,Clear,1,truck,female,18.0,0
4,Day,Asphalt,Dry,Clear,2,car,male,22.380046212363446,0
5,Night,Asphalt,Dry,Clear,1,car,male,45.993061665814764,0
3,Dawn,Asphalt,Dry,Clear,2,car,male,30.155530686572504,0
2,Dawn,Asphalt,Dry,Clear,2,car,male,19.81769866116095,0
3,Day,Asphalt,Wet or Damaged,Unclear,2,car,female,47.42960997403905,0
2,Day,Asphalt,Dry,Unclear,1,car,female,39.64546902345506,0
3,Night,Asphalt,Dry,Clear,1,bus,male,33.56543880548278,0
3,Day,Asphalt,Dry,Clear,1,bus,male,44.88474056914725,0
5,Day,Asphalt,Dry,Clear,1,car,female,46.398083266819874,0
7,Day,Asphalt,Dry,Clear,2,car,female,30.309185757385055,0
6,Dawn,Asphalt,Dry,Clear,3,car,male,20.245661003253087,0
5,Dawn,Asphalt,Dry,Clear,2,car,male,26.07861850409299,0
2,Day,Asphalt,Wet or Damaged,Clear,1,motorcycle,male,47.94064121247327,0
6,Day,Asphalt,Dry,Unclear,2,car,female,24.178147218470233,0
3,Day,Soil,Dry,Clear,2,car,male,33.09454064515742,0
6,Dawn,Asphalt,Dry,Clear,3,car,female,46.17612420418141,0
5,Night,Asphalt,Dry,Clear,1,car,male,35.25115042867032,0
1,Night,Asphalt,Dry,Clear,1,motorcycle,female,33.04229679203915,0
6,Night,Asphalt,Wet or Damaged,Clear,1,car,male,18.0,0
6,Day,Asphalt,Dry,Clear,2,car,male,38.32623196857697,0
3,Day,Soil,Dry,Clear,1,car,male,27.29319807149524,0
1,Day,Soil,Dry,Clear,1,car,male,40.6362210201019,0
6,Day,Asphalt,Dry,Clear,1,car,male,34.192331779619714,0
4,Day,Asphalt,Dry,Clear,2,car,female,27.63319444988405,0
4,Day,Asphalt,Dry,Clear,1,truck,female,35.77533292867912,0
3,Day,Asphalt,Wet or Damaged,Unclear,1,motorcycle,male,38.348665369529755,1
2,Day,Soil,Dry,Clear,1,bus,male,30.86155388240243,0
6,Night,Asphalt,Dry,Clear,2,car,male,28.99052840243718,0
7,Day,Asphalt,Dry,Clear,1,car,male,18.83174794879012,0
4,Dawn,Asphalt,Dry,Clear,1,car,female,41.383024089128625,0
3,Day,Asphalt,Dry,Clear,2,truck,male,18.0,0
2,Day,Asphalt,Dry,Clear,1,truck,female,44.5189685749796,0
7,Day,Asphalt,Dry,Clear,1,car,male,36.90458716100322,0
2,Day,Asphalt,Wet or Damaged,Clear,1,car,male,30.71882424571208,0
7,Night,Asphalt,Dry,Clear,2,car,male,25.695453421639836,0
4,Day,Asphalt,Dry,Clear,3,car,male,31.333297180869657,0
3,Day,Asphalt,Dry,Clear,1,car,female,28.522229478429757,0
2,Day,Asphalt,Dry,Clear,2,car,male,18.0,0
3,Day,Asphalt,Wet or Damaged,Clear,1,bus,male,33.509189055707736,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,52.93421777500265,0
4,Night,Asphalt,Dry,Unclear,3,car,female,50.73595569819098,1
1,Night,Asphalt,Dry,Clear,2,bus,male,44.494466598234,0
3,Night,Asphalt,Wet or Damaged,Clear,1,bus,male,50.82964238530441,1
5,Day,Soil,Wet or Damaged,Clear,1,bus,female,35.19013601252458,0
2,Dawn,Asphalt,Dry,Clear,1,car,male,36.4985319014908,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,35.52351126015663,0
6,Night,Asphalt,Dry,Unclear,2,car,female,60.948787876281855,0
3,Night,Soil,Wet or Damaged,Clear,1,car,male,55.69585610768104,0
3,Night,Soil,Dry,Clear,3,car,male,37.33730075751181,0
7,Day,Asphalt,Dry,Clear,1,bus,male,45.97166377573413,0
2,Night,Asphalt,Wet or Damaged,Clear,1,car,male,18.0,0
2,Day,Asphalt,Dry,Clear,1,truck,male,42.11182910486881,0
5,Day,Asphalt,Wet or Damaged,Unclear,3,truck,male,36.914512761257974,1
2,Night,Asphalt,Dry,Clear,4,truck,male,19.823515471044523,0
1,Day,Asphalt,Dry,Clear,4,car,male,35.56656901038323,0
3,Night,Soil,Dry,Clear,1,motorcycle,male,34.16551729414386,0
2,Night,Asphalt,Dry,Clear,1,car,male,37.282201106659365,0
2,Night,Asphalt,Wet or Damaged,Clear,3,car,male,25.43016953922441,1
5,Night,Soil,Dry,Clear,1,truck,male,42.726223030618186,0
2,Night,Asphalt,Dry,Unclear,1,truck,male,18.0,0
7,Day,Asphalt,Dry,Clear,4,car,male,33.06878069221947,0
2,Day,Asphalt,Wet or Damaged,Clear,3,bus,male,24.954997168477536,1
2,Night,Soil,Wet or Damaged,Clear,3,bus,male,32.123286276919416,1
6,Night,Asphalt,Dry,Clear,3,car,male,53.44002098629183,0
3,Day,Asphalt,Wet or Damaged,Unclear,3,bus,male,35.32325345158784,1
5,Day,Asphalt,Dry,Clear,3,car,female,47.91249276517439,0
6,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,58.67589421013944,0
2,Night,Asphalt,Dry,Clear,1,motorcycle,male,18.0,0
7,Night,Asphalt,Dry,Unclear,1,car,female,22.90860204139583,0
6,Day,Soil,Wet or Damaged,Clear,1,car,male,37.41999012285586,0
2,Day,Asphalt,Dry,Unclear,4,bus,male,52.7706030955528,1
3,Day,Asphalt,Dry,Clear,1,car,male,39.00301677436795,0
2,Day,Soil,Dry,Clear,1,truck,female,18.0,0
6,Night,Asphalt,Wet or Damaged,Clear,1,car,male,31.72245025813494,0
7,Dawn,Asphalt,Dry,Clear,2,car,male,29.765224040608274,0
2,Day,Asphalt,Dry,Clear,1,truck,male,18.0,0
3,Day,Asphalt,Dry,Clear,1,car,male,38.155536797610324,0
5,Day,Asphalt,Dry,Clear,3,car,female,31.32373615347462,0
2,Day,Soil,Dry,Clear,1,truck,male,38.190704515559524,0
2,Dawn,Asphalt,Dry,Clear,1,motorcycle,male,22.878291021949615,0
7,Night,Asphalt,Dry,Unclear,1,motorcycle,male,46.62169307800722,1
4,Day,Asphalt,Dry,Clear,1,bus,female,47.69648281883531,0
1,Day,Asphalt,Dry,Clear,2,car,female,47.10486423426774,0
5,Dawn,Asphalt,Dry,Clear,1,car,male,35.91014480043698,0
1,Day,Asphalt,Dry,Unclear,2,bus,male,25.14939089239939,0
1,Dawn,Soil,Dry,Clear,4,bus,male,31.901371359166447,0
7,Day,Soil,Dry,Unclear,1,car,male,32.55770940954164,0
6,Day,Asphalt,Wet or Damaged,Clear,1,car,male,25.474214672056732,0
3,Night,Asphalt,Dry,Clear,1,car,male,18.0,0
2,Day,Asphalt,Dry,Clear,1,car,male,39.67775134981132,0
3,Day,Soil,Dry,Clear,1,bus,male,32.341600374929484,0
6,Day,Asphalt,Dry,Clear,3,car,male,31.420486418475562,0
3,Day,Asphalt,Dry,Unclear,1,bus,male,18.0,0
7,Night,Asphalt,Dry,Clear,3,bus,male,35.38368783926378,1
7,Day,Asphalt,Dry,Clear,1,motorcycle,female,53.70737038198574,0
6,Day,Asphalt,Dry,Clear,1,bus,male,23.321374779614953,0
4,Night,Asphalt,Dry,Clear,3,car,male,37.64450967005132,0
3,Day,Asphalt,Dry,Clear,1,truck,female,48.868194297928284,0
4,Dawn,Asphalt,Wet or Damaged,Unclear,1,bus,male,32.79085475495096,1
5,Night,Soil,Dry,Clear,1,car,male,31.716596454217044,0
3,Day,Asphalt,Dry,Clear,1,car,female,22.75638975316384,0
7,Day,Asphalt,Dry,Clear,1,car,male,18.0,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,33.61064466282626,0
3,Night,Asphalt,Wet or Damaged,Clear,1,car,male,22.597568175163932,0
6,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,31.985802973869884,0
3,Night,Asphalt,Dry,Clear,3,truck,male,28.013709774829508,0
3,Night,Asphalt,Dry,Clear,1,car,male,18.66483109256547,0
3,Day,Asphalt,Wet or Damaged,Clear,2,car,male,37.22385990677376,0
2,Day,Asphalt,Dry,Clear,3,truck,male,32.679690535487154,0
2,Day,Asphalt,Dry,Clear,1,bus,male,57.59289805848797,0
4,Day,Asphalt,Wet or Damaged,Clear,1,car,male,52.69629123534562,0
4,Dawn,Asphalt,Dry,Clear,1,car,male,29.555441721884655,0
4,Night,Asphalt,Dry,Clear,1,car,female,53.236088701061234,0
6,Day,Soil,Dry,Clear,1,car,male,27.23842151401214,0
4,Night,Asphalt,Dry,Clear,1,car,female,60.15184748562552,0
6,Day,Soil,Dry,Clear,3,car,female,46.039719709009375,0
3,Day,Asphalt,Dry,Clear,4,truck,female,30.58362971817705,0
7,Dawn,Asphalt,Wet or Damaged,Unclear,1,car,male,24.83111230935383,0
6,Day,Asphalt,Wet or Damaged,Clear,1,truck,female,39.3279957791599,0
2,Night,Asphalt,Dry,Clear,2,car,male,27.04900048127545,0
4,Day,Asphalt,Dry,Unclear,2,motorcycle,male,31.983239955041853,0
2,Night,Asphalt,Wet or Damaged,Clear,3,truck,male,23.039248269770628,1
5,Night,Asphalt,Dry,Clear,1,car,female,25.09762241416007,0
5,Day,Soil,Dry,Clear,1,truck,female,39.0882382977042,0
1,Day,Asphalt,Dry,Clear,2,bus,male,24.1570083635049,0
7,Day,Asphalt,Dry,Clear,1,car,male,45.00510168100035,0
1,Dawn,Asphalt,Dry,Clear,1,truck,male,45.13697598363838,0
5,Day,Asphalt,Dry,Clear,1,motorcycle,male,25.570374479437437,0
1,Day,Asphalt,Dry,Clear,1,bus,male,34.46776543279215,0
4,Night,Asphalt,Dry,Clear,1,car,male,47.36394063009613,0
6,Night,Asphalt,Dry,Clear,1,truck,male,31.392521782300214,0
6,Day,Soil,Wet or Damaged,Clear,2,car,male,46.00342490070585,0
7,Day,Asphalt,Dry,Unclear,3,truck,female,30.08628715364128,0
1,Day,Asphalt,Dry,Clear,1,bus,female,44.53200431679694,0
6,Night,Asphalt,Wet or Damaged,Clear,1,car,female,55.89378947956331,0
3,Day,Asphalt,Dry,Clear,3,truck,male,25.863287520131102,0
5,Day,Asphalt,Dry,Clear,1,car,male,36.31911535893558,0
1,Day,Asphalt,Dry,Unclear,1,bus,male,44.863756976969526,0
1,Dawn,Asphalt,Dry,Unclear,1,car,male,27.082693285459165,0
2,Day,Asphalt,Wet or Damaged,Clear,1,car,female,19.722425782127495,0
6,Night,Asphalt,Wet or Damaged,Clear,1,car,male,27.50011778043784,0
5,Day,Asphalt,Wet or Damaged,Unclear,3,car,female,37.77287276234645,1
1,Day,Asphalt,Dry,Clear,2,truck,male,22.59422246003519,0
6,Day,Asphalt,Wet or Damaged,Clear,2,car,female,59.70132556670734,0
2,Day,Asphalt,Dry,Clear,1,bus,female,54.856255198615415,0
2,Dawn,Asphalt,Dry,Clear,1,car,male,24.2661891254651,0
6,Day,Asphalt,Wet or Damaged,Clear,1,truck,male,26.800047994067224,0
4,Night,Asphalt,Dry,Clear,1,truck,male,35.97658466271479,0
5,Day,Asphalt,Dry,Clear,1,car,female,36.579580932190225,0
2,Day,Asphalt,Dry,Clear,1,car,male,41.11384911595353,0
6,Day,Asphalt,Dry,Clear,2,bus,female,30.20152073162749,0
1,Day,Soil,Wet or Damaged,Clear,2,motorcycle,female,43.804013342948394,0
4,Day,Asphalt,Dry,Clear,1,motorcycle,female,38.90641047058231,0
3,Night,Soil,Wet or Damaged,Clear,3,truck,female,42.480664577306506,1
5,Day,Asphalt,Dry,Clear,1,car,male,40.535122378995084,0
3,Night,Asphalt,Dry,Clear,3,bus,male,35.94020638799699,1
3,Day,Asphalt,Dry,Clear,1,car,male,24.495548056550255,0
3,Night,Soil,Dry,Clear,2,truck,female,41.875459427757406,0
5,Day,Asphalt,Dry,Clear,2,truck,male,18.0,0
5,Day,Asphalt,Dry,Clear,1,car,female,27.871029715540548,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,50.97783827778814,0
5,Day,Asphalt,Dry,Clear,1,car,male,35.93199467530435,0
6,Day,Asphalt,Dry,Clear,1,truck,male,35.492195640921736,0
6,Day,Soil,Wet or Damaged,Clear,2,car,female,18.0,0
1,Night,Asphalt,Wet or Damaged,Clear,1,bus,male,26.730527414448538,1
5,Day,Asphalt,Dry,Clear,1,bus,female,37.58999333173701,0
7,Night,Asphalt,Dry,Clear,2,car,male,54.95021677179949,0
5,Night,Asphalt,Dry,Clear,2,truck,female,44.066114899754005,0
1,Day,Asphalt,Wet or Damaged,Clear,1,car,male,51.25693080340167,0
6,Day,Asphalt,Dry,Clear,4,car,female,47.29262728769574,0
6,Day,Asphalt,Dry,Clear,1,car,male,36.071167279089984,0
5,Day,Asphalt,Dry,Unclear,1,car,female,42.223987430028785,0
7,Night,Soil,Dry,Clear,1,car,male,59.959715081541844,0
1,Night,Soil,Wet or Damaged,Clear,1,truck,male,28.97333480510163,0
5,Day,Asphalt,Wet or Damaged,Clear,3,bus,female,26.328667708213864,1
2,Day,Asphalt,Dry,Clear,1,car,female,22.41108590254545,0
7,Night,Asphalt,Dry,Clear,2,car,male,35.31657378641652,0
1,Day,Asphalt,Dry,Clear,3,car,male,23.90070094148011,0
7,Day,Asphalt,Dry,Clear,2,car,male,35.82591764254472,0
4,Day,Asphalt,Wet or Damaged,Clear,2,car,male,44.827847303156005,0
2,Day,Asphalt,Dry,Clear,1,motorcycle,male,38.52086372698684,0
2,Day,Asphalt,Dry,Clear,1,car,male,36.79097070803862,0
3,Day,Asphalt,Dry,Clear,1,bus,female,40.19541102519593,0
5,Day,Asphalt,Wet or Damaged,Clear,1,car,male,21.961900620873426,0
1,Night,Asphalt,Dry,Unclear,1,car,male,25.94820240647767,0
2,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,36.53828597817588,0
6,Night,Soil,Dry,Unclear,1,bus,male,21.696959953900368,1
4,Day,Asphalt,Wet or Damaged,Clear,1,bus,male,38.511666634755876,0
5,Night,Soil,Wet or Damaged,Clear,1,bus,female,52.977822702693075,1
1,Day,Asphalt,Dry,Clear,2,truck,male,24.397073368728485,0
3,Day,Asphalt,Wet or Damaged,Clear,3,truck,male,18.0,0
5,Night,Soil,Dry,Clear,1,motorcycle,male,22.208596616754896,0
7,Dawn,Asphalt,Wet or Damaged,Clear,1,car,female,31.46981729764932,0
4,Day,Soil,Wet or Damaged,Unclear,3,car,male,46.668718513096856,1
3,Day,Asphalt,Dry,Clear,1,car,male,18.098031296263116,0
3,Day,Soil,Dry,Clear,4,car,female,31.89357013571003,0
1,Day,Asphalt,Dry,Clear,1,car,male,39.21406133547789,0
7,Day,Soil,Wet or Damaged,Clear,1,car,male,35.82842001069419,0
2,Day,Asphalt,Dry,Clear,2,car,male,48.99095146095561,0
6,Dawn,Asphalt,Dry,Clear,3,motorcycle,female,30.775216223405955,0
6,Day,Asphalt,Dry,Clear,4,bus,male,46.99364241917737,0
3,Day,Asphalt,Dry,Unclear,1,car,male,19.119465400504183,0
7,Day,Soil,Wet or Damaged,Clear,2,motorcycle,female,43.492768001358385,0
5,Day,Asphalt,Dry,Unclear,2,car,female,53.23349695807028,0
3,Day,Asphalt,Dry,Clear,1,bus,female,18.0,0
4,Day,Asphalt,Dry,Clear,1,motorcycle,male,35.223385562101974,0
3,Day,Asphalt,Dry,Clear,1,car,male,18.0,0
1,Night,Asphalt,Wet or Damaged,Clear,1,car,female,20.477535171763243,0
2,Day,Asphalt,Dry,Clear,2,car,male,29.82877811599964,0
4,Day,Asphalt,Dry,Clear,3,car,female,47.6846860194823,0
5,Night,Asphalt,Dry,Clear,4,car,male,37.828613742950175,0
7,Day,Asphalt,Wet or Damaged,Unclear,1,car,male,20.61422510108191,0
5,Dawn,Soil,Wet or Damaged,Unclear,1,bus,male,18.0,1
2,Day,Asphalt,Wet or Damaged,Clear,1,truck,male,50.668458922601076,0
7,Night,Soil,Dry,Unclear,1,motorcycle,female,35.770326061482045,1
7,Night,Soil,Dry,Clear,1,car,male,42.50343243993687,0
4,Day,Asphalt,Dry,Clear,3,car,male,43.46876729220699,0
4,Day,Asphalt,Dry,Clear,1,bus,male,18.0,0
1,Day,Asphalt,Wet or Damaged,Clear,1,bus,male,23.447165231941675,0
4,Dawn,Asphalt,Dry,Clear,3,motorcycle,male,43.96845287692159,0
5,Day,Asphalt,Dry,Clear,3,bus,female,26.479795602789686,0
3,Night,Asphalt,Wet or Damaged,Clear,4,car,male,51.16688322905347,1
7,Day,Soil,Dry,Clear,3,car,male,38.01034111246822,0
5,Day,Asphalt,Dry,Clear,1,motorcycle,male,57.98269405621066,0
2,Day,Asphalt,Dry,Clear,2,bus,male,40.80208072017573,0
2,Night,Soil,Wet or Damaged,Clear,1,bus,male,30.452925277562134,1
6,Day,Asphalt,Dry,Clear,1,car,male,36.317606459772406,0
3,Day,Asphalt,Wet or Damaged,Clear,1,car,male,51.25842053126277,0
4,Day,Asphalt,Wet or Damaged,Clear,2,car,male,18.779383795095693,0
4,Night,Soil,Dry,Clear,1,motorcycle,male,29.335670538071604,0
7,Day,Asphalt,Wet or Damaged,Clear,1,car,male,46.24720465193396,0
2,Night,Asphalt,Dry,Clear,1,bus,male,61.28073510850355,0
3,Day,Asphalt,Dry,Unclear,1,truck,female,31.235249862151655,0
2,Night,Asphalt,Dry,Clear,1,car,male,67.54983136034372,0
2,Day,Asphalt,Dry,Clear,1,car,female,49.836649251905705,0
4,Day,Asphalt,Dry,Clear,1,truck,male,19.466642847092523,0
5,Dawn,Soil,Dry,Clear,1,truck,male,26.581811425456554,0
7,Day,Soil,Dry,Clear,1,motorcycle,male,22.769028406735597,0
3,Night,Asphalt,Dry,Unclear,2,car,female,26.807372605160367,0
3,Day,Asphalt,Dry,Clear,1,car,female,48.99514988869938,0
7,Day,Asphalt,Dry,Unclear,1,car,female,18.993788978633393,0
3,Day,Asphalt,Wet or Damaged,Clear,2,truck,male,33.96460217724058,0
2,Day,Asphalt,Wet or Damaged,Clear,1,car,male,19.987498129342804,0
2,Night,Soil,Dry,Clear,1,bus,female,18.0,0
4,Day,Asphalt,Dry,Clear,4,car,male,25.85956103011972,0
4,Day,Asphalt,Dry,Clear,1,truck,male,18.476799556527336,0
2,Night,Asphalt,Dry,Clear,1,truck,male,39.49004833779658,0
7,Night,Soil,Wet or Damaged,Clear,2,truck,male,30.821021662699852,0
2,Night,Asphalt,Dry,Clear,1,truck,female,24.376912549270454,0
5,Night,Asphalt,Dry,Clear,1,car,male,50.024022955300616,0
3,Night,Asphalt,Wet or Damaged,Unclear,1,car,male,19.95466491958759,1
7,Day,Asphalt,Dry,Clear,1,car,female,27.186956977440452,0
1,Day,Asphalt,Wet or Damaged,Clear,1,car,male,34.48182949594091,0
2,Day,Asphalt,Wet or Damaged,Clear,1,car,male,28.557644649135362,0
5,Night,Asphalt,Wet or Damaged,Clear,3,bus,male,59.72949279719033,1
4,Night,Asphalt,Wet or Damaged,Clear,1,truck,male,46.5580426143225,0
7,Night,Asphalt,Dry,Clear,1,truck,male,49.58754430938897,0
4,Day,Asphalt,Dry,Clear,1,bus,male,45.00646389715606,0
6,Day,Asphalt,Dry,Clear,1,truck,male,27.619310588674534,0
3,Night,Soil,Dry,Unclear,1,bus,male,24.52764761310263,1
6,Night,Asphalt,Dry,Clear,1,car,male,30.16215365122484,0
4,Night,Asphalt,Dry,Clear,1,bus,male,32.406091714643296,0
5,Day,Asphalt,Dry,Clear,1,bus,male,30.26844931957172,0
5,Day,Soil,Wet or Damaged,Clear,1,truck,male,45.949593682209624,0
3,Day,Asphalt,Dry,Clear,3,bus,male,35.259337177454796,0
2,Day,Asphalt,Dry,Clear,1,bus,female,18.0,0
3,Day,Asphalt,Wet or Damaged,Clear,1,bus,female,38.14857155432077,0
7,Night,Asphalt,Wet or Damaged,Clear,2,car,female,58.09946954123281,0
3,Day,Asphalt,Dry,Clear,3,car,male,34.3068234877333,0
7,Day,Asphalt,Dry,Unclear,1,truck,female,28.472803429394418,0
3,Night,Asphalt,Dry,Clear,2,car,male,18.0,0
2,Dawn,Asphalt,Dry,Clear,1,car,male,33.70365276597752,0
2,Night,Asphalt,Wet or Damaged,Clear,1,car,female,24.1413527109292,0
6,Night,Asphalt,Dry,Clear,1,car,male,33.91007947746909,0
4,Night,Asphalt,Wet or Damaged,Unclear,3,truck,female,34.79139024165535,1
2,Day,Soil,Dry,Clear,3,truck,male,54.76623427447585,0
5,Dawn,Asphalt,Wet or Damaged,Clear,1,car,female,47.45542677951413,0
5,Day,Asphalt,Dry,Unclear,2,car,male,30.20885091851769,0
3,Day,Asphalt,Wet or Damaged,Clear,1,car,female,38.37533394394189,0
4,Day,Soil,Dry,Clear,1,car,male,35.46215739542332,0
7,Day,Soil,Wet or Damaged,Clear,1,motorcycle,male,21.373517921482982,0
4,Night,Asphalt,Dry,Unclear,1,bus,male,20.959746538794086,1
5,Day,Asphalt,Dry,Clear,1,car,male,30.11753168204053,0
7,Day,Asphalt,Dry,Clear,2,truck,female,40.89600760139793,0
4,Dawn,Asphalt,Dry,Clear,1,truck,male,44.70448965899398,0
2,Day,Soil,Wet or Damaged,Clear,1,car,male,18.0,0
6,Day,Asphalt,Dry,Clear,3,motorcycle,male,38.35779492552889,0
